        42
         1       0.279104       0.328022       0.056340      -0.060879         0
         2       0.566874      -0.369168      -0.534544       0.845190         0
         3       1.562722       0.122313       0.166855       0.813652         0
         4       0.831957       0.392269       0.189994       0.361278         0
         5       0.356772       0.260846       0.410429       0.866344         0
         6      -0.171085       0.100118       0.014983       0.325748         0
         7       1.002517       0.038128      -0.155765       1.206210         0
         8       0.303407      -0.770227      -0.885364       0.571107         0
         9       0.792377      -0.188542      -0.326081       2.530860         0
        10       0.949237      -0.090881      -0.662433       0.227415         0
        11       1.299037      -0.035863       0.225870       2.076869         0
        12       0.536958       0.050087       0.056036       0.379663         0
        13       0.403400      -0.078458      -0.339690       0.060664         0
        14       0.826345       0.121795       0.083135       0.257463         0
        15       0.469603       0.235541      -0.109252       0.593081         0
        16      -0.207836       0.132180       0.144292      -0.063628         0
        17       4.769353       0.041302      -0.725363       1.929813         0
        18       0.061750       0.105910       0.060292       0.160527         0
        19       0.684369      -0.019155      -0.163030       1.582684         0
        20       0.864116       0.105201      -0.016192       0.900531         0
        21      -0.400743       1.633276       0.715826       0.061211         0
        22       1.796788      -0.976227      -0.385833       1.706421         0
        23       0.431701      -0.072180      -0.102420      -0.250983         0
        24       0.482348      -0.193168      -0.012774       0.685542         0
        25       2.344320       0.939520       0.587009       0.818876         0
        26       1.507364       0.134478       0.231083       1.938103         0
        27       0.915165       0.182178      -0.353879       1.340051         0
        28       0.685677      -0.144100       0.043118       0.260695         0
        29       2.012849       0.613496       0.624849       1.998995         0
        30       1.047212       0.033289       0.648829       0.513850         0
        31       1.902824       0.245758       0.528081       2.629991         0
        32       0.492302      -0.054242       0.077446       0.329879         0
        33       1.229008       0.030260       0.631833       0.503917         0
        34       1.621069      -0.406258       0.256702       0.958320         0
        35       1.577307      -0.690833      -0.765568       1.891841         0
        36       0.738512       0.111570      -0.055787       1.459916         0
        37       0.921971      -0.463952      -0.379310      -0.447349         0
        38       0.132666      -0.373189      -0.356239       0.150495         0
        39       0.246483      -0.135666      -0.089196       0.364608         0
        40       0.603633      -0.295670      -0.084075       0.510812         0
        41       0.638644      -0.214203      -0.244824      -0.056512         0
        42       0.423327      -0.331179      -0.929686       0.297822         0
