        28
         1      -0.552732      -0.185678      -0.127148      -0.006883         0
         2       1.327427      -0.602087      -0.970492       1.767003         0
         3       0.551731       0.238047      -0.120048       0.332370         0
         4      -0.190187      -0.038664       0.051467      -0.124329         0
         5       0.283189      -0.063355      -0.017433       0.177273         0
         6       1.595718      -0.198894      -0.112035       1.981387         0
         7       0.299199       0.349107       0.152271      -0.118395         0
         8       1.838337       0.117203      -0.042409       1.459640         0
         9      -0.276660       0.027354       0.049776      -0.661424         0
        10       1.257318       0.903205       0.210594       1.046927         0
        11       0.724722      -0.210648      -0.884267       1.024542         0
        12       0.090074      -0.293129       0.050795       1.850447         0
        13      -0.320821       0.066295       0.017513      -0.256852         0
        14      -0.014721       0.048938       0.102020      -0.486555         0
        15       1.178823      -0.055967      -0.133607       0.991267         0
        16       2.594151      -0.129358       0.442292       2.082278         0
        17       0.145382      -0.175079      -0.116481       0.083929         0
        18      -0.098619       0.187859       0.220242      -0.342715         0
        19      -0.082881       0.353750       0.334474      -0.064047         0
        20      -0.075404       0.088977      -0.053086      -0.116838         0
        21      -0.090085       0.038530       0.001313      -0.089871         0
        22       0.945291      -0.134683      -0.077889       0.013159         0
        23      -0.098362       0.046286      -0.126778      -0.579464         0
        24       1.035553       0.350751       0.245047       1.439571         0
        25       0.940121      -0.304403       0.196875       1.079034         0
        26       0.730657       0.244948      -0.187328       4.106189         0
        27      -0.188469      -0.012515       0.005183      -0.289002         0
        28       7.984552      -3.988008      -1.415139       5.770551         0
